"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"FRA","SUICIDE","TOT","100000PER","A","2010",16.3,
"FRA","SUICIDE","TOT","100000PER","A","2011",16.2,
"FRA","SUICIDE","TOT","100000PER","A","2012",15.1,
"FRA","SUICIDE","TOT","100000PER","A","2013",14.8,
"FRA","SUICIDE","TOT","100000PER","A","2014",13.5,
"FRA","SUICIDE","TOT","100000PER","A","2015",13.6,
"FRA","SUICIDE","TOT","100000PER","A","2016",12.7,
"FRA","SUICIDE","TOT","100000PER","A","2017",12.3,
"DEU","SUICIDE","TOT","100000PER","A","1990",17.7,
"DEU","SUICIDE","TOT","100000PER","A","1991",17.7,
"DEU","SUICIDE","TOT","100000PER","A","1992",16.8,
"DEU","SUICIDE","TOT","100000PER","A","1993",15.8,
"DEU","SUICIDE","TOT","100000PER","A","1994",15.7,
"DEU","SUICIDE","TOT","100000PER","A","1995",15.8,
"DEU","SUICIDE","TOT","100000PER","A","1996",14.9,
"DEU","SUICIDE","TOT","100000PER","A","1997",14.8,
"DEU","SUICIDE","TOT","100000PER","A","1998",14.1,"B"
"DEU","SUICIDE","TOT","100000PER","A","1999",13.4,
"DEU","SUICIDE","TOT","100000PER","A","2000",13.2,
"DEU","SUICIDE","TOT","100000PER","A","2001",13.2,
"DEU","SUICIDE","TOT","100000PER","A","2002",13.1,
"DEU","SUICIDE","TOT","100000PER","A","2003",13,
"DEU","SUICIDE","TOT","100000PER","A","2004",12.4,
"DEU","SUICIDE","TOT","100000PER","A","2005",11.8,
"DEU","SUICIDE","TOT","100000PER","A","2006",11.1,
"DEU","SUICIDE","TOT","100000PER","A","2007",10.6,
"DEU","SUICIDE","TOT","100000PER","A","2008",10.6,
"DEU","SUICIDE","TOT","100000PER","A","2009",10.7,
"DEU","SUICIDE","TOT","100000PER","A","2010",11.2,
"DEU","SUICIDE","TOT","100000PER","A","2011",11.2,
"DEU","SUICIDE","TOT","100000PER","A","2012",10.8,
"DEU","SUICIDE","TOT","100000PER","A","2013",11.2,
"DEU","SUICIDE","TOT","100000PER","A","2014",11.2,
"DEU","SUICIDE","TOT","100000PER","A","2015",10.9,
"DEU","SUICIDE","TOT","100000PER","A","2016",10.6,
"DEU","SUICIDE","TOT","100000PER","A","2017",9.9,
"DEU","SUICIDE","TOT","100000PER","A","2018",10,
"DEU","SUICIDE","TOT","100000PER","A","2019",9.6,
"DEU","SUICIDE","TOT","100000PER","A","2020",9.7,
"GRC","SUICIDE","TOT","100000PER","A","1961",5.4,
"GRC","SUICIDE","TOT","100000PER","A","1962",4.1,
"GRC","SUICIDE","TOT","100000PER","A","1963",4.7,
"GRC","SUICIDE","TOT","100000PER","A","1964",3.9,
"GRC","SUICIDE","TOT","100000PER","A","1965",3.9,
"GRC","SUICIDE","TOT","100000PER","A","1966",3.8,
"GRC","SUICIDE","TOT","100000PER","A","1967",4.3,
"GRC","SUICIDE","TOT","100000PER","A","1968",4.5,"B"
"GRC","SUICIDE","TOT","100000PER","A","1969",4.4,
"GRC","SUICIDE","TOT","100000PER","A","1970",3.8,
"GRC","SUICIDE","TOT","100000PER","A","1971",4,
"GRC","SUICIDE","TOT","100000PER","A","1972",3.3,
"GRC","SUICIDE","TOT","100000PER","A","1973",3.5,
"GRC","SUICIDE","TOT","100000PER","A","1974",4,
"GRC","SUICIDE","TOT","100000PER","A","1975",3.1,
"GRC","SUICIDE","TOT","100000PER","A","1976",3.2,
"GRC","SUICIDE","TOT","100000PER","A","1977",3.8,
"GRC","SUICIDE","TOT","100000PER","A","1978",3.3,
"GRC","SUICIDE","TOT","100000PER","A","1979",3.3,"B"
"GRC","SUICIDE","TOT","100000PER","A","1980",3.8,
"GRC","SUICIDE","TOT","100000PER","A","1981",3.7,
"GRC","SUICIDE","TOT","100000PER","A","1982",3.9,
"GRC","SUICIDE","TOT","100000PER","A","1983",4,
"GRC","SUICIDE","TOT","100000PER","A","1984",4.2,
"GRC","SUICIDE","TOT","100000PER","A","1985",4.4,
"GRC","SUICIDE","TOT","100000PER","A","1986",4.2,
"GRC","SUICIDE","TOT","100000PER","A","1987",4.4,
"GRC","SUICIDE","TOT","100000PER","A","1988",4.3,
"GRC","SUICIDE","TOT","100000PER","A","1989",4,
"GRC","SUICIDE","TOT","100000PER","A","1990",3.6,
"GRC","SUICIDE","TOT","100000PER","A","1991",3.9,
"GRC","SUICIDE","TOT","100000PER","A","1992",3.6,
"GRC","SUICIDE","TOT","100000PER","A","1993",4.1,
"GRC","SUICIDE","TOT","100000PER","A","1994",3.5,
"GRC","SUICIDE","TOT","100000PER","A","1995",3.6,
"GRC","SUICIDE","TOT","100000PER","A","1996",3.4,
"GRC","SUICIDE","TOT","100000PER","A","1997",3.5,
"GRC","SUICIDE","TOT","100000PER","A","1998",3.8,
"GRC","SUICIDE","TOT","100000PER","A","1999",3.5,
"GRC","SUICIDE","TOT","100000PER","A","2000",3.5,
"GRC","SUICIDE","TOT","100000PER","A","2001",3,
"GRC","SUICIDE","TOT","100000PER","A","2002",2.9,
"GRC","SUICIDE","TOT","100000PER","A","2003",3.3,
"GRC","SUICIDE","TOT","100000PER","A","2004",3.1,
"GRC","SUICIDE","TOT","100000PER","A","2005",3.5,
"GRC","SUICIDE","TOT","100000PER","A","2006",3.4,
"GRC","SUICIDE","TOT","100000PER","A","2007",2.8,
"GRC","SUICIDE","TOT","100000PER","A","2008",3.1,
"GRC","SUICIDE","TOT","100000PER","A","2009",3.3,
"GRC","SUICIDE","TOT","100000PER","A","2010",3.2,
"GRC","SUICIDE","TOT","100000PER","A","2011",4,
"GRC","SUICIDE","TOT","100000PER","A","2012",4.3,
"GRC","SUICIDE","TOT","100000PER","A","2013",4.6,
"GRC","SUICIDE","TOT","100000PER","A","2014",4.9,
"GRC","SUICIDE","TOT","100000PER","A","2015",4.6,
"GRC","SUICIDE","TOT","100000PER","A","2016",4.1,
"GRC","SUICIDE","TOT","100000PER","A","2017",4.5,
"GRC","SUICIDE","TOT","100000PER","A","2018",4.9,
"GRC","SUICIDE","TOT","100000PER","A","2019",4.6,
"GRC","SUICIDE","TOT","100000PER","A","2020",3.9,
"HUN","SUICIDE","TOT","100000PER","A","1960",30.6,
"HUN","SUICIDE","TOT","100000PER","A","1961",31.3,
"HUN","SUICIDE","TOT","100000PER","A","1962",30.7,
"HUN","SUICIDE","TOT","100000PER","A","1963",32.9,
"HUN","SUICIDE","TOT","100000PER","A","1964",34.8,
"HUN","SUICIDE","TOT","100000PER","A","1965",36,
"HUN","SUICIDE","TOT","100000PER","A","1966",35.2,
"HUN","SUICIDE","TOT","100000PER","A","1967",36.8,
"HUN","SUICIDE","TOT","100000PER","A","1968",39.5,
"HUN","SUICIDE","TOT","100000PER","A","1969",38.6,"B"
"HUN","SUICIDE","TOT","100000PER","A","1970",40.3,
"HUN","SUICIDE","TOT","100000PER","A","1971",42,
"HUN","SUICIDE","TOT","100000PER","A","1972",41.9,
"HUN","SUICIDE","TOT","100000PER","A","1973",42.6,
"HUN","SUICIDE","TOT","100000PER","A","1974",46.4,
"HUN","SUICIDE","TOT","100000PER","A","1975",43.7,
"HUN","SUICIDE","TOT","100000PER","A","1976",46.5,
"HUN","SUICIDE","TOT","100000PER","A","1977",45.8,
"HUN","SUICIDE","TOT","100000PER","A","1978",49.2,
"HUN","SUICIDE","TOT","100000PER","A","1979",50.7,"B"
"HUN","SUICIDE","TOT","100000PER","A","1980",51.1,
"HUN","SUICIDE","TOT","100000PER","A","1981",51.6,
"HUN","SUICIDE","TOT","100000PER","A","1982",49,
"HUN","SUICIDE","TOT","100000PER","A","1983",51.4,
"HUN","SUICIDE","TOT","100000PER","A","1984",51.2,
"HUN","SUICIDE","TOT","100000PER","A","1985",49.2,
"HUN","SUICIDE","TOT","100000PER","A","1986",50,
"HUN","SUICIDE","TOT","100000PER","A","1987",49.6,
"HUN","SUICIDE","TOT","100000PER","A","1988",45.2,
"HUN","SUICIDE","TOT","100000PER","A","1989",45.3,
"HUN","SUICIDE","TOT","100000PER","A","1990",43.9,
"HUN","SUICIDE","TOT","100000PER","A","1991",42.1,
"HUN","SUICIDE","TOT","100000PER","A","1992",41.8,
"HUN","SUICIDE","TOT","100000PER","A","1993",38.6,
"HUN","SUICIDE","TOT","100000PER","A","1994",37.9,
"HUN","SUICIDE","TOT","100000PER","A","1995",35,
"HUN","SUICIDE","TOT","100000PER","A","1996",35.5,"B"
"HUN","SUICIDE","TOT","100000PER","A","1997",33.4,
"HUN","SUICIDE","TOT","100000PER","A","1998",33.1,
"HUN","SUICIDE","TOT","100000PER","A","1999",35,
"HUN","SUICIDE","TOT","100000PER","A","2000",34.1,
"HUN","SUICIDE","TOT","100000PER","A","2001",30.1,
"HUN","SUICIDE","TOT","100000PER","A","2002",28.6,
"HUN","SUICIDE","TOT","100000PER","A","2003",28.1,
"HUN","SUICIDE","TOT","100000PER","A","2004",27.3,
"HUN","SUICIDE","TOT","100000PER","A","2005",26.1,
"HUN","SUICIDE","TOT","100000PER","A","2006",24.3,
"HUN","SUICIDE","TOT","100000PER","A","2007",24.2,
"HUN","SUICIDE","TOT","100000PER","A","2008",24.3,
"HUN","SUICIDE","TOT","100000PER","A","2009",24.1,
"HUN","SUICIDE","TOT","100000PER","A","2010",24.3,
"HUN","SUICIDE","TOT","100000PER","A","2011",23.6,
"HUN","SUICIDE","TOT","100000PER","A","2012",22.8,
"HUN","SUICIDE","TOT","100000PER","A","2013",20.2,
"HUN","SUICIDE","TOT","100000PER","A","2014",18.5,
"HUN","SUICIDE","TOT","100000PER","A","2015",18,
"HUN","SUICIDE","TOT","100000PER","A","2016",16.9,
"HUN","SUICIDE","TOT","100000PER","A","2017",15.7,
"HUN","SUICIDE","TOT","100000PER","A","2018",15.9,
"HUN","SUICIDE","TOT","100000PER","A","2019",14.8,
"ISL","SUICIDE","TOT","100000PER","A","1960",10.8,
"ISL","SUICIDE","TOT","100000PER","A","1961",13.6,
"ISL","SUICIDE","TOT","100000PER","A","1962",11.9,
"ISL","SUICIDE","TOT","100000PER","A","1963",10.8,
"ISL","SUICIDE","TOT","100000PER","A","1964",12.4,
"ISL","SUICIDE","TOT","100000PER","A","1965",16.8,
"ISL","SUICIDE","TOT","100000PER","A","1966",24.7,
"ISL","SUICIDE","TOT","100000PER","A","1967",23.3,
"ISL","SUICIDE","TOT","100000PER","A","1968",10,
"ISL","SUICIDE","TOT","100000PER","A","1969",12.7,
"ISL","SUICIDE","TOT","100000PER","A","1970",17.7,
"ISL","SUICIDE","TOT","100000PER","A","1971",6.6,"B"
"ISL","SUICIDE","TOT","100000PER","A","1972",10.7,
"ISL","SUICIDE","TOT","100000PER","A","1973",16.6,
"ISL","SUICIDE","TOT","100000PER","A","1974",12.9,
"ISL","SUICIDE","TOT","100000PER","A","1975",13.1,
"ISL","SUICIDE","TOT","100000PER","A","1976",10.9,
"ISL","SUICIDE","TOT","100000PER","A","1977",11.3,
"ISL","SUICIDE","TOT","100000PER","A","1978",12.4,
"ISL","SUICIDE","TOT","100000PER","A","1979",16.4,
"ISL","SUICIDE","TOT","100000PER","A","1980",13,
"ISL","SUICIDE","TOT","100000PER","A","1981",7.8,"B"
"ISL","SUICIDE","TOT","100000PER","A","1982",10.2,
"ISL","SUICIDE","TOT","100000PER","A","1983",20.6,
"ISL","SUICIDE","TOT","100000PER","A","1984",21.5,
"ISL","SUICIDE","TOT","100000PER","A","1985",15.7,
"ISL","SUICIDE","TOT","100000PER","A","1986",18.1,
"ISL","SUICIDE","TOT","100000PER","A","1987",18.4,
"ISL","SUICIDE","TOT","100000PER","A","1988",16.7,
"ISL","SUICIDE","TOT","100000PER","A","1989",9.8,
"ISL","SUICIDE","TOT","100000PER","A","1990",16.3,
"ISL","SUICIDE","TOT","100000PER","A","1991",15.4,
"ISL","SUICIDE","TOT","100000PER","A","1992",11.6,
"ISL","SUICIDE","TOT","100000PER","A","1993",11,
"ISL","SUICIDE","TOT","100000PER","A","1994",10.4,
"ISL","SUICIDE","TOT","100000PER","A","1995",11,
"ISL","SUICIDE","TOT","100000PER","A","1996",13.5,"B"
"ISL","SUICIDE","TOT","100000PER","A","1997",14,
"ISL","SUICIDE","TOT","100000PER","A","1998",11.5,
"ISL","SUICIDE","TOT","100000PER","A","1999",11.3,
"ISL","SUICIDE","TOT","100000PER","A","2000",18.1,
"ISL","SUICIDE","TOT","100000PER","A","2001",12.8,
"ISL","SUICIDE","TOT","100000PER","A","2002",10.4,
"ISL","SUICIDE","TOT","100000PER","A","2003",9.9,
"ISL","SUICIDE","TOT","100000PER","A","2004",12.6,
"ISL","SUICIDE","TOT","100000PER","A","2005",11.6,
"ISL","SUICIDE","TOT","100000PER","A","2006",10.9,
"ISL","SUICIDE","TOT","100000PER","A","2007",12,
"ISL","SUICIDE","TOT","100000PER","A","2008",12.8,
"ISL","SUICIDE","TOT","100000PER","A","2009",12,
"ISL","SUICIDE","TOT","100000PER","A","2010",15,
"ISL","SUICIDE","TOT","100000PER","A","2011",8.9,
"ISL","SUICIDE","TOT","100000PER","A","2012",11.9,
"ISL","SUICIDE","TOT","100000PER","A","2013",16.3,
"ISL","SUICIDE","TOT","100000PER","A","2014",14.1,
"ISL","SUICIDE","TOT","100000PER","A","2015",12.4,
"ISL","SUICIDE","TOT","100000PER","A","2016",12.2,
"ISL","SUICIDE","TOT","100000PER","A","2017",9.8,
"ISL","SUICIDE","TOT","100000PER","A","2018",9.8,
"ISL","SUICIDE","TOT","100000PER","A","2019",11.2,
"ISL","SUICIDE","TOT","100000PER","A","2020",12.7,
"ISL","SUICIDE","TOT","100000PER","A","2021",10.2,
"IRL","SUICIDE","TOT","100000PER","A","1960",3.7,
"IRL","SUICIDE","TOT","100000PER","A","1961",3.9,
"IRL","SUICIDE","TOT","100000PER","A","1962",2.3,
"IRL","SUICIDE","TOT","100000PER","A","1963",3.1,
"IRL","SUICIDE","TOT","100000PER","A","1964",2.6,
"IRL","SUICIDE","TOT","100000PER","A","1965",2.2,
"IRL","SUICIDE","TOT","100000PER","A","1966",3.1,
"IRL","SUICIDE","TOT","100000PER","A","1967",3.1,
"IRL","SUICIDE","TOT","100000PER","A","1968",3,"B"
"IRL","SUICIDE","TOT","100000PER","A","1969",2.3,
"IRL","SUICIDE","TOT","100000PER","A","1970",2.2,
"IRL","SUICIDE","TOT","100000PER","A","1971",3.5,
"IRL","SUICIDE","TOT","100000PER","A","1972",3.8,
"IRL","SUICIDE","TOT","100000PER","A","1973",4.3,
"IRL","SUICIDE","TOT","100000PER","A","1974",4.8,
"IRL","SUICIDE","TOT","100000PER","A","1975",5.8,
"IRL","SUICIDE","TOT","100000PER","A","1976",7,
"IRL","SUICIDE","TOT","100000PER","A","1977",5.6,
"IRL","SUICIDE","TOT","100000PER","A","1978",6,
"IRL","SUICIDE","TOT","100000PER","A","1979",6.9,"B"
"IRL","SUICIDE","TOT","100000PER","A","1980",8,
"IRL","SUICIDE","TOT","100000PER","A","1981",8,
"IRL","SUICIDE","TOT","100000PER","A","1982",8.6,
"IRL","SUICIDE","TOT","100000PER","A","1983",9.7,
"IRL","SUICIDE","TOT","100000PER","A","1984",8,
"IRL","SUICIDE","TOT","100000PER","A","1985",9.3,
"IRL","SUICIDE","TOT","100000PER","A","1986",9.5,
"IRL","SUICIDE","TOT","100000PER","A","1987",8.4,
"IRL","SUICIDE","TOT","100000PER","A","1988",8.9,
"IRL","SUICIDE","TOT","100000PER","A","1989",9.4,
"IRL","SUICIDE","TOT","100000PER","A","1990",11.1,
"IRL","SUICIDE","TOT","100000PER","A","1991",11,
"IRL","SUICIDE","TOT","100000PER","A","1992",11.4,
"IRL","SUICIDE","TOT","100000PER","A","1993",10.1,
"IRL","SUICIDE","TOT","100000PER","A","1994",12.1,
"IRL","SUICIDE","TOT","100000PER","A","1995",11.9,
"IRL","SUICIDE","TOT","100000PER","A","1996",11.6,
"IRL","SUICIDE","TOT","100000PER","A","1997",13.1,
"IRL","SUICIDE","TOT","100000PER","A","1998",13.7,
"IRL","SUICIDE","TOT","100000PER","A","1999",11.7,
"IRL","SUICIDE","TOT","100000PER","A","2000",12.3,
"IRL","SUICIDE","TOT","100000PER","A","2001",12.9,
"IRL","SUICIDE","TOT","100000PER","A","2002",11.4,
"IRL","SUICIDE","TOT","100000PER","A","2003",11.5,
"IRL","SUICIDE","TOT","100000PER","A","2004",11.6,
"IRL","SUICIDE","TOT","100000PER","A","2005",10.9,
"IRL","SUICIDE","TOT","100000PER","A","2006",10.7,
"IRL","SUICIDE","TOT","100000PER","A","2007",10.5,"B"
"IRL","SUICIDE","TOT","100000PER","A","2008",11.5,
"IRL","SUICIDE","TOT","100000PER","A","2009",11.8,
"IRL","SUICIDE","TOT","100000PER","A","2010",10.8,
"IRL","SUICIDE","TOT","100000PER","A","2011",12.2,
"IRL","SUICIDE","TOT","100000PER","A","2012",12.2,
"IRL","SUICIDE","TOT","100000PER","A","2013",11.1,
"IRL","SUICIDE","TOT","100000PER","A","2014",10.8,
"IRL","SUICIDE","TOT","100000PER","A","2015",9.5,
"IRL","SUICIDE","TOT","100000PER","A","2018",9.4,
"ITA","SUICIDE","TOT","100000PER","A","1960",7.6,
"ITA","SUICIDE","TOT","100000PER","A","1961",6.8,
"ITA","SUICIDE","TOT","100000PER","A","1962",6.7,
"ITA","SUICIDE","TOT","100000PER","A","1963",6.5,
"ITA","SUICIDE","TOT","100000PER","A","1964",6.8,
"ITA","SUICIDE","TOT","100000PER","A","1965",6.8,
"ITA","SUICIDE","TOT","100000PER","A","1966",6.4,
"ITA","SUICIDE","TOT","100000PER","A","1967",6.8,
"ITA","SUICIDE","TOT","100000PER","A","1968",6.6,"B"
"ITA","SUICIDE","TOT","100000PER","A","1969",6.6,
"ITA","SUICIDE","TOT","100000PER","A","1970",7,
"ITA","SUICIDE","TOT","100000PER","A","1971",7,
"ITA","SUICIDE","TOT","100000PER","A","1972",7,
"ITA","SUICIDE","TOT","100000PER","A","1973",7,
"ITA","SUICIDE","TOT","100000PER","A","1974",6.4,
"ITA","SUICIDE","TOT","100000PER","A","1975",6.6,
"ITA","SUICIDE","TOT","100000PER","A","1976",6.6,
"ITA","SUICIDE","TOT","100000PER","A","1977",7.3,
"ITA","SUICIDE","TOT","100000PER","A","1978",7.4,
"ITA","SUICIDE","TOT","100000PER","A","1979",7.9,"B"
"ITA","SUICIDE","TOT","100000PER","A","1980",8.2,
"ITA","SUICIDE","TOT","100000PER","A","1981",7.7,
"ITA","SUICIDE","TOT","100000PER","A","1982",8.4,
"ITA","SUICIDE","TOT","100000PER","A","1983",8.5,
"ITA","SUICIDE","TOT","100000PER","A","1984",8.7,
"ITA","SUICIDE","TOT","100000PER","A","1985",9.2,
"ITA","SUICIDE","TOT","100000PER","A","1986",8.9,
"ITA","SUICIDE","TOT","100000PER","A","1987",8.5,
"ITA","SUICIDE","TOT","100000PER","A","1988",8.2,
"ITA","SUICIDE","TOT","100000PER","A","1989",7.9,
"ITA","SUICIDE","TOT","100000PER","A","1990",7.9,
"ITA","SUICIDE","TOT","100000PER","A","1991",8,
"ITA","SUICIDE","TOT","100000PER","A","1992",8.1,
"ITA","SUICIDE","TOT","100000PER","A","1993",8.3,
"ITA","SUICIDE","TOT","100000PER","A","1994",7.9,
"ITA","SUICIDE","TOT","100000PER","A","1995",8,
"ITA","SUICIDE","TOT","100000PER","A","1996",8.1,
"ITA","SUICIDE","TOT","100000PER","A","1997",8,
"ITA","SUICIDE","TOT","100000PER","A","1998",7.6,
"ITA","SUICIDE","TOT","100000PER","A","1999",6.9,
"ITA","SUICIDE","TOT","100000PER","A","2000",6.9,
"ITA","SUICIDE","TOT","100000PER","A","2001",6.7,
"ITA","SUICIDE","TOT","100000PER","A","2002",6.7,
"ITA","SUICIDE","TOT","100000PER","A","2003",6.6,"B"
"ITA","SUICIDE","TOT","100000PER","A","2004",6.4,
"ITA","SUICIDE","TOT","100000PER","A","2005",6,
"ITA","SUICIDE","TOT","100000PER","A","2006",5.8,
"ITA","SUICIDE","TOT","100000PER","A","2007",5.8,
"ITA","SUICIDE","TOT","100000PER","A","2008",6,
"ITA","SUICIDE","TOT","100000PER","A","2009",6.1,
"ITA","SUICIDE","TOT","100000PER","A","2010",6,
"ITA","SUICIDE","TOT","100000PER","A","2011",6.4,
"ITA","SUICIDE","TOT","100000PER","A","2012",6.5,
"ITA","SUICIDE","TOT","100000PER","A","2013",6.5,
"ITA","SUICIDE","TOT","100000PER","A","2014",6.2,
"ITA","SUICIDE","TOT","100000PER","A","2015",5.9,
"ITA","SUICIDE","TOT","100000PER","A","2016",5.7,
"ITA","SUICIDE","TOT","100000PER","A","2017",5.8,
"JPN","SUICIDE","TOT","100000PER","A","1960",28.6,
"JPN","SUICIDE","TOT","100000PER","A","1961",26.7,
"JPN","SUICIDE","TOT","100000PER","A","1962",24.4,
"JPN","SUICIDE","TOT","100000PER","A","1963",22.8,
"JPN","SUICIDE","TOT","100000PER","A","1964",22.1,
"JPN","SUICIDE","TOT","100000PER","A","1965",21.8,
"JPN","SUICIDE","TOT","100000PER","A","1966",21.8,
"JPN","SUICIDE","TOT","100000PER","A","1967",20.4,
"JPN","SUICIDE","TOT","100000PER","A","1968",21.5,"B"
"JPN","SUICIDE","TOT","100000PER","A","1969",21.3,
"JPN","SUICIDE","TOT","100000PER","A","1970",22.1,
"JPN","SUICIDE","TOT","100000PER","A","1971",21.8,
"JPN","SUICIDE","TOT","100000PER","A","1972",23.4,
"JPN","SUICIDE","TOT","100000PER","A","1973",23.9,
"JPN","SUICIDE","TOT","100000PER","A","1974",23.9,
"JPN","SUICIDE","TOT","100000PER","A","1975",24,
"JPN","SUICIDE","TOT","100000PER","A","1976",23.1,
"JPN","SUICIDE","TOT","100000PER","A","1977",23.1,
"JPN","SUICIDE","TOT","100000PER","A","1978",22.6,
"JPN","SUICIDE","TOT","100000PER","A","1979",22.7,"B"
"JPN","SUICIDE","TOT","100000PER","A","1980",21.9,
"JPN","SUICIDE","TOT","100000PER","A","1981",21.2,
"JPN","SUICIDE","TOT","100000PER","A","1982",21.3,
"JPN","SUICIDE","TOT","100000PER","A","1983",25.2,
"JPN","SUICIDE","TOT","100000PER","A","1984",24.3,
"JPN","SUICIDE","TOT","100000PER","A","1985",22.9,
"JPN","SUICIDE","TOT","100000PER","A","1986",24.7,
"JPN","SUICIDE","TOT","100000PER","A","1987",22.5,
"JPN","SUICIDE","TOT","100000PER","A","1988",21.3,
"JPN","SUICIDE","TOT","100000PER","A","1989",19.5,
"JPN","SUICIDE","TOT","100000PER","A","1990",18.2,
"JPN","SUICIDE","TOT","100000PER","A","1991",17.6,
"JPN","SUICIDE","TOT","100000PER","A","1992",18.1,
"JPN","SUICIDE","TOT","100000PER","A","1993",17.4,
"JPN","SUICIDE","TOT","100000PER","A","1994",17.4,
"JPN","SUICIDE","TOT","100000PER","A","1995",17.5,"B"
"JPN","SUICIDE","TOT","100000PER","A","1996",17.8,
"JPN","SUICIDE","TOT","100000PER","A","1997",18.7,
"JPN","SUICIDE","TOT","100000PER","A","1998",24.7,
"JPN","SUICIDE","TOT","100000PER","A","1999",24.2,
"JPN","SUICIDE","TOT","100000PER","A","2000",23,
"JPN","SUICIDE","TOT","100000PER","A","2001",22.2,
"JPN","SUICIDE","TOT","100000PER","A","2002",22.4,
"JPN","SUICIDE","TOT","100000PER","A","2003",24,
"JPN","SUICIDE","TOT","100000PER","A","2004",22.5,
"JPN","SUICIDE","TOT","100000PER","A","2005",22.7,
"JPN","SUICIDE","TOT","100000PER","A","2006",22.2,
"JPN","SUICIDE","TOT","100000PER","A","2007",22.7,
"JPN","SUICIDE","TOT","100000PER","A","2008",22.3,
"JPN","SUICIDE","TOT","100000PER","A","2009",22.8,
"JPN","SUICIDE","TOT","100000PER","A","2010",21.7,
"JPN","SUICIDE","TOT","100000PER","A","2011",21.4,
"JPN","SUICIDE","TOT","100000PER","A","2012",19.5,
"JPN","SUICIDE","TOT","100000PER","A","2013",19.2,
"JPN","SUICIDE","TOT","100000PER","A","2014",18,
"JPN","SUICIDE","TOT","100000PER","A","2015",17,
"JPN","SUICIDE","TOT","100000PER","A","2016",15.6,
"JPN","SUICIDE","TOT","100000PER","A","2017",15.2,
"JPN","SUICIDE","TOT","100000PER","A","2018",15,
"JPN","SUICIDE","TOT","100000PER","A","2019",14.6,
"JPN","SUICIDE","TOT","100000PER","A","2020",15.4,
"KOR","SUICIDE","TOT","100000PER","A","1985",11.5,
"KOR","SUICIDE","TOT","100000PER","A","1986",10.6,
"KOR","SUICIDE","TOT","100000PER","A","1987",9.9,
"KOR","SUICIDE","TOT","100000PER","A","1988",8.6,
"KOR","SUICIDE","TOT","100000PER","A","1989",8.8,
"KOR","SUICIDE","TOT","100000PER","A","1990",9,
"KOR","SUICIDE","TOT","100000PER","A","1991",8.6,
"KOR","SUICIDE","TOT","100000PER","A","1992",9.7,
"KOR","SUICIDE","TOT","100000PER","A","1993",11.6,
"KOR","SUICIDE","TOT","100000PER","A","1994",11.9,
"KOR","SUICIDE","TOT","100000PER","A","1995",12.7,"B"
"KOR","SUICIDE","TOT","100000PER","A","1996",15.2,
"KOR","SUICIDE","TOT","100000PER","A","1997",16.3,
"KOR","SUICIDE","TOT","100000PER","A","1998",22.7,
"KOR","SUICIDE","TOT","100000PER","A","1999",18.9,
"KOR","SUICIDE","TOT","100000PER","A","2000",17.5,
"KOR","SUICIDE","TOT","100000PER","A","2001",18.9,
"KOR","SUICIDE","TOT","100000PER","A","2002",23.9,
"KOR","SUICIDE","TOT","100000PER","A","2003",29.7,
"KOR","SUICIDE","TOT","100000PER","A","2004",31.2,
"KOR","SUICIDE","TOT","100000PER","A","2005",31.6,
"KOR","SUICIDE","TOT","100000PER","A","2006",27.8,
"KOR","SUICIDE","TOT","100000PER","A","2007",30.3,
"KOR","SUICIDE","TOT","100000PER","A","2008",30.3,
"KOR","SUICIDE","TOT","100000PER","A","2009",35.3,
"KOR","SUICIDE","TOT","100000PER","A","2010",35,
"KOR","SUICIDE","TOT","100000PER","A","2011",34.7,
"KOR","SUICIDE","TOT","100000PER","A","2012",30.3,
"KOR","SUICIDE","TOT","100000PER","A","2013",29.8,
"KOR","SUICIDE","TOT","100000PER","A","2014",27.6,
"KOR","SUICIDE","TOT","100000PER","A","2015",26.8,
"KOR","SUICIDE","TOT","100000PER","A","2016",25.5,
"KOR","SUICIDE","TOT","100000PER","A","2017",23.8,
"KOR","SUICIDE","TOT","100000PER","A","2018",25.5,
"KOR","SUICIDE","TOT","100000PER","A","2019",25.4,
"KOR","SUICIDE","TOT","100000PER","A","2020",24.1,
"LUX","SUICIDE","TOT","100000PER","A","1967",14.5,
"LUX","SUICIDE","TOT","100000PER","A","1968",13.1,
"LUX","SUICIDE","TOT","100000PER","A","1969",17.1,
"LUX","SUICIDE","TOT","100000PER","A","1970",16.2,
